,booth,electorate,party,candidate,votes
2283,Theodore,Murrumbidgee,Australian Climate Change Justice Party,"DEMETRIOS, Andrew",0
2284,Theodore,Murrumbidgee,Australian Climate Change Justice Party,"FORNER, Richard",0
2285,Theodore,Murrumbidgee,Australian Climate Change Justice Party,"HILLMAN, Jackson",0
2286,Theodore,Murrumbidgee,Australian Climate Change Justice Party,"VEENSTRA, Peter",0
2287,Theodore,Murrumbidgee,Canberra Liberals,"COCKS, Ed",0
2288,Theodore,Murrumbidgee,Canberra Liberals,"HANSON, Jeremy",0
2289,Theodore,Murrumbidgee,Canberra Liberals,"JONES, Giulia",0
2290,Theodore,Murrumbidgee,Canberra Liberals,"SINGH, Amardeep",0
2291,Theodore,Murrumbidgee,Canberra Liberals,"SUINE, Sarah",0
2292,Theodore,Murrumbidgee,Canberra Progressives,"KNIGHT, Robert",0
2293,Theodore,Murrumbidgee,Canberra Progressives,"LIN, Stephen",0
2294,Theodore,Murrumbidgee,"Shooters, Fishers and Farmers Party (ACT)","GILMAYER, Mark",0
2295,Theodore,Murrumbidgee,"Shooters, Fishers and Farmers Party (ACT)","YEATMAN, Gordon",0
2296,Theodore,Murrumbidgee,Sustainable Australia - Stop overdevelopment. Stop corruption.,"BUCKMASTER, Geoff",0
2297,Theodore,Murrumbidgee,Sustainable Australia - Stop overdevelopment. Stop corruption.,"MAIL, Jill",0
2298,Theodore,Murrumbidgee,The ACT Greens,"BAKER, Terry",0
2299,Theodore,Murrumbidgee,The ACT Greens,"DAVIDSON, Emma",0
2300,Theodore,Murrumbidgee,The ACT Greens,"GORENG GORENG, Tjanara",0
2301,Theodore,Murrumbidgee,Ungrouped,"CARRICK, Fiona",0
2302,Theodore,Murrumbidgee,Ungrouped,"PERREN-LEVERIDGE, Lee",0
2303,Theodore,Murrumbidgee,Ungrouped,"WHYTE, Brendan",0
2304,Theodore,Yerrabi,ACT Labor,"FISCHER, Tom",0
2305,Theodore,Yerrabi,ACT Labor,"GUPTA, Deepak-Raj",0
2306,Theodore,Yerrabi,ACT Labor,"ORR, Suzanne",0
2307,Theodore,Yerrabi,ACT Labor,"PETTERSSON, Michael",0
2308,Theodore,Yerrabi,ACT Labor,"PHILLIPS, Georgia",0
2309,Theodore,Yerrabi,Animal Justice Party,"BRENNAN, Bernie",0
2310,Theodore,Yerrabi,Animal Justice Party,"HORNE, Francine",0
2311,Theodore,Yerrabi,Australian Federation Party Australian Capital Territory,"HUSSAIN, Mohammad Munir",0
2312,Theodore,Yerrabi,Canberra Liberals,"CASTLEY, Leanne",0
2313,Theodore,Yerrabi,Canberra Liberals,"COE, Alistair",0
2314,Theodore,Yerrabi,Canberra Liberals,"MILLIGAN, James",0
2315,Theodore,Yerrabi,Canberra Liberals,"NADIMPALLI, Krishna",0
2316,Theodore,Yerrabi,Canberra Liberals,"VADAKKEDATHU, Jacob",0
2317,Theodore,Yerrabi,Canberra Progressives,"STELZIG, Mike",0
2318,Theodore,Yerrabi,Canberra Progressives,"WILLIAMS, Bethany",0
2319,Theodore,Yerrabi,David Pollard Independent,"POLLARD, David",0
2320,Theodore,Yerrabi,David Pollard Independent,"POLLARD, Stephanie",0
2321,Theodore,Yerrabi,Labour DLP,"HELMORE, Olivia",0
2322,Theodore,Yerrabi,Labour DLP,"STRANG, Bernie",0
2323,Theodore,Yerrabi,Sustainable Australia - Stop overdevelopment. Stop corruption.,"KEARSLEY, John",0
2324,Theodore,Yerrabi,Sustainable Australia - Stop overdevelopment. Stop corruption.,"YOUNG, Scott",0
2325,Theodore,Yerrabi,The ACT Greens,"BRADDOCK, Andrew",0
2326,Theodore,Yerrabi,The ACT Greens,"HAQUE, Mainul",0
2327,Theodore,Yerrabi,Ungrouped,"CROSS, Helen",0
2328,Theodore,Yerrabi,Ungrouped,"LI, Fuxin",0
2329,Tuggeranong,Brindabella,ACT Labor,"BURCH, Joy",84
2330,Tuggeranong,Brindabella,ACT Labor,"DAY, Cathy",51
2331,Tuggeranong,Brindabella,ACT Labor,"FORDE, Brendan",43
2332,Tuggeranong,Brindabella,ACT Labor,"GENTLEMAN, Mick",80
2333,Tuggeranong,Brindabella,ACT Labor,"WERNER-GIBBINGS, Taimus",80
2334,Tuggeranong,Brindabella,Animal Justice Party,"FAHIZ, Jannah",14
2335,Tuggeranong,Brindabella,Animal Justice Party,"SOXSMITH, Robyn",15
2336,Tuggeranong,Brindabella,Australian Federation Party Australian Capital Territory,"POTTER, Jason",4
2337,Tuggeranong,Brindabella,Australian Federation Party Australian Capital Territory,"SANDFORD, Scott",3
2338,Tuggeranong,Brindabella,Canberra Liberals,"DANIELS, James",34
2339,Tuggeranong,Brindabella,Canberra Liberals,"HIATT, Jane",37
2340,Tuggeranong,Brindabella,Canberra Liberals,"LAWDER, Nicole",62
2341,Tuggeranong,Brindabella,Canberra Liberals,"PARTON, Mark",74
2342,Tuggeranong,Brindabella,Canberra Liberals,"WALL, Andrew",61
2343,Tuggeranong,Brindabella,Liberal Democrats,"GOWOR, Jacob",10
2344,Tuggeranong,Brindabella,Liberal Democrats,"KNIGHT, Matthew",13
2345,Tuggeranong,Brindabella,"Shooters, Fishers and Farmers Party (ACT)","BAYNHAM, Greg",11
2346,Tuggeranong,Brindabella,"Shooters, Fishers and Farmers Party (ACT)","OLLEY, Adrian",13
2347,Tuggeranong,Brindabella,Sustainable Australia - Stop overdevelopment. Stop corruption.,"CLAPHAM, Andrew",11
2348,Tuggeranong,Brindabella,Sustainable Australia - Stop overdevelopment. Stop corruption.,"WILLETT, Bruce",8
2349,Tuggeranong,Brindabella,The ACT Greens,"DAVIS, Johnathan",50
2350,Tuggeranong,Brindabella,The ACT Greens,"ELLERMAN, Sue",15
2351,Tuggeranong,Brindabella,The ACT Greens,"NUTTALL, Laura",27
2352,Tuggeranong,Ginninderra,ACT Labor,"BERRY, Yvette",1
2353,Tuggeranong,Ginninderra,ACT Labor,"CHEYNE, Tara",2
2354,Tuggeranong,Ginninderra,ACT Labor,"DUCKER, Sue",0
2355,Tuggeranong,Ginninderra,ACT Labor,"LLOYD, Greg",0
2356,Tuggeranong,Ginninderra,ACT Labor,"RAMSAY, Gordon",2
2357,Tuggeranong,Ginninderra,Animal Justice Party,"DREW, Carolyne",0
2358,Tuggeranong,Ginninderra,Animal Justice Party,"DREW, Lara",1
2359,Tuggeranong,Ginninderra,Australian Climate Change Justice Party,"DEMETRIOS, Oksana",0
2360,Tuggeranong,Ginninderra,Australian Climate Change Justice Party,"NGEP, Sok Kheng",0
2361,Tuggeranong,Ginninderra,Australian Climate Change Justice Party,"STAVRIDIS, Jonathan",0
2362,Tuggeranong,Ginninderra,Belco Party,"DUBEY, Vijay",0
2363,Tuggeranong,Ginninderra,Belco Party,"HENRY, Chic",0
2364,Tuggeranong,Ginninderra,Belco Party,"LOUNT, Angela",1
2365,Tuggeranong,Ginninderra,Belco Party,"STEFANIAK, Bill",0
2366,Tuggeranong,Ginninderra,Belco Party,"TUTT, Alan",0
2367,Tuggeranong,Ginninderra,Canberra Liberals,"CAIN, Peter",0
2368,Tuggeranong,Ginninderra,Canberra Liberals,"GUNNING, Robert",0
2369,Tuggeranong,Ginninderra,Canberra Liberals,"KIKKERT, Elizabeth",1
2370,Tuggeranong,Ginninderra,Canberra Liberals,"LAM, Kacey",2
2371,Tuggeranong,Ginninderra,Canberra Liberals,"ROZARIO, Ignatius",0
2372,Tuggeranong,Ginninderra,Labour DLP,"McCLURE, Helen",0
2373,Tuggeranong,Ginninderra,Labour DLP,"McCLURE, Ian",0
2374,Tuggeranong,Ginninderra,Liberal Democrats,"DE LUCA, Dominic",1
2375,Tuggeranong,Ginninderra,Liberal Democrats,"JAKEMAN, Guy",0
2376,Tuggeranong,Ginninderra,"Shooters, Fishers and Farmers Party (ACT)","OGILVIE, Matthew",1
2377,Tuggeranong,Ginninderra,"Shooters, Fishers and Farmers Party (ACT)","SMITH, Oliver",2
2378,Tuggeranong,Ginninderra,Sustainable Australia - Stop overdevelopment. Stop corruption.,"GABRIEL, Paul",0
2379,Tuggeranong,Ginninderra,Sustainable Australia - Stop overdevelopment. Stop corruption.,"O'CONNOR, Mark",2
2380,Tuggeranong,Ginninderra,The ACT Greens,"CLAY, Jo",3
2381,Tuggeranong,Ginninderra,The ACT Greens,"LIERSCH, Tim",1
2382,Tuggeranong,Ginninderra,The ACT Greens,"MILLNER, Katt",1
2383,Tuggeranong,Ginninderra,Ungrouped,"CULLEN, Mignonne",0
2384,Tuggeranong,Kurrajong,ACT Labor,"ANDERSON, Judy",0
2385,Tuggeranong,Kurrajong,ACT Labor,"BARR, Andrew",0
2386,Tuggeranong,Kurrajong,ACT Labor,"INGRAM, Jacob",0
2387,Tuggeranong,Kurrajong,ACT Labor,"NORTHAM, Maddy",0
2388,Tuggeranong,Kurrajong,ACT Labor,"STEPHEN-SMITH, Rachel",0
2389,Tuggeranong,Kurrajong,Animal Justice Party,"RUTLEDGE-PRIOR, Serrin",0
2390,Tuggeranong,Kurrajong,Animal Justice Party,"SMITH, Julie",0
2391,Tuggeranong,Kurrajong,Australian Climate Change Justice Party,"FORNER, Sophia",0
2392,Tuggeranong,Kurrajong,Australian Climate Change Justice Party,"JOHNSON, Petar",0
2393,Tuggeranong,Kurrajong,Australian Climate Change Justice Party,"O'HARA, Alix",0
2394,Tuggeranong,Kurrajong,Canberra Liberals,"BURCH, Candice",0
2395,Tuggeranong,Kurrajong,Canberra Liberals,"GUMBER, Rattesh",0
2396,Tuggeranong,Kurrajong,Canberra Liberals,"JOHNSON, Robert",0
2397,Tuggeranong,Kurrajong,Canberra Liberals,"LEE, Elizabeth",0
2398,Tuggeranong,Kurrajong,Canberra Liberals,"PENTONY, Patrick",0
2399,Tuggeranong,Kurrajong,Canberra Progressives,"BOHM, Tim",0
2400,Tuggeranong,Kurrajong,Canberra Progressives,"BRYANT, Peta Anne",0
2401,Tuggeranong,Kurrajong,Canberra Progressives,"FAULKNER, Therese",0
2402,Tuggeranong,Kurrajong,Sustainable Australia - Stop overdevelopment. Stop corruption.,"ANGEL, Joy",0
2403,Tuggeranong,Kurrajong,Sustainable Australia - Stop overdevelopment. Stop corruption.,"HAYDON, John",0
2404,Tuggeranong,Kurrajong,The ACT Greens,"BOISEN, Adriana",0
2405,Tuggeranong,Kurrajong,The ACT Greens,"BREWER, Michael",0
2406,Tuggeranong,Kurrajong,The ACT Greens,"RATTENBURY, Shane",0
2407,Tuggeranong,Kurrajong,The ACT Greens,"VASSAROTTI, Rebecca",0
2408,Tuggeranong,Kurrajong,The Community Action Party (ACT),"HOPPER, Alvin",0
2409,Tuggeranong,Kurrajong,The Community Action Party (ACT),"WILLIAMS, Robyn",0
2410,Tuggeranong,Kurrajong,Ungrouped,"DAMIANO, Marilena",0
2411,Tuggeranong,Kurrajong,Ungrouped,"PAINE, Bruce",0
2412,Tuggeranong,Murrumbidgee,ACT Labor,"CODY, Bec",10
2413,Tuggeranong,Murrumbidgee,ACT Labor,"DOBSON, Tim",3
2414,Tuggeranong,Murrumbidgee,ACT Labor,"LONG, Brendan",3
2415,Tuggeranong,Murrumbidgee,ACT Labor,"PATERSON, Marisa",10
2416,Tuggeranong,Murrumbidgee,ACT Labor,"STEEL, Chris",18
2417,Tuggeranong,Murrumbidgee,Animal Justice Party,"del VALLE, Yana",3
2418,Tuggeranong,Murrumbidgee,Animal Justice Party,"HANDBY, Edmund",4
2419,Tuggeranong,Murrumbidgee,Australian Climate Change Justice Party,"BYRNES, Rohan",0
2420,Tuggeranong,Murrumbidgee,Australian Climate Change Justice Party,"DEMETRIOS, Andrew",0
2421,Tuggeranong,Murrumbidgee,Australian Climate Change Justice Party,"FORNER, Richard",0
2422,Tuggeranong,Murrumbidgee,Australian Climate Change Justice Party,"HILLMAN, Jackson",1
2423,Tuggeranong,Murrumbidgee,Australian Climate Change Justice Party,"VEENSTRA, Peter",0
2424,Tuggeranong,Murrumbidgee,Canberra Liberals,"COCKS, Ed",5
2425,Tuggeranong,Murrumbidgee,Canberra Liberals,"HANSON, Jeremy",9
2426,Tuggeranong,Murrumbidgee,Canberra Liberals,"JONES, Giulia",5
2427,Tuggeranong,Murrumbidgee,Canberra Liberals,"SINGH, Amardeep",4
2428,Tuggeranong,Murrumbidgee,Canberra Liberals,"SUINE, Sarah",1
2429,Tuggeranong,Murrumbidgee,Canberra Progressives,"KNIGHT, Robert",1
2430,Tuggeranong,Murrumbidgee,Canberra Progressives,"LIN, Stephen",0
2431,Tuggeranong,Murrumbidgee,"Shooters, Fishers and Farmers Party (ACT)","GILMAYER, Mark",2
2432,Tuggeranong,Murrumbidgee,"Shooters, Fishers and Farmers Party (ACT)","YEATMAN, Gordon",1
2433,Tuggeranong,Murrumbidgee,Sustainable Australia - Stop overdevelopment. Stop corruption.,"BUCKMASTER, Geoff",0
2434,Tuggeranong,Murrumbidgee,Sustainable Australia - Stop overdevelopment. Stop corruption.,"MAIL, Jill",0
2435,Tuggeranong,Murrumbidgee,The ACT Greens,"BAKER, Terry",1
2436,Tuggeranong,Murrumbidgee,The ACT Greens,"DAVIDSON, Emma",3
2437,Tuggeranong,Murrumbidgee,The ACT Greens,"GORENG GORENG, Tjanara",6
2438,Tuggeranong,Murrumbidgee,Ungrouped,"CARRICK, Fiona",4
2439,Tuggeranong,Murrumbidgee,Ungrouped,"PERREN-LEVERIDGE, Lee",0
2440,Tuggeranong,Murrumbidgee,Ungrouped,"WHYTE, Brendan",0
2441,Tuggeranong,Yerrabi,ACT Labor,"FISCHER, Tom",1
2442,Tuggeranong,Yerrabi,ACT Labor,"GUPTA, Deepak-Raj",0
2443,Tuggeranong,Yerrabi,ACT Labor,"ORR, Suzanne",0
2444,Tuggeranong,Yerrabi,ACT Labor,"PETTERSSON, Michael",3
2445,Tuggeranong,Yerrabi,ACT Labor,"PHILLIPS, Georgia",1
2446,Tuggeranong,Yerrabi,Animal Justice Party,"BRENNAN, Bernie",1
2447,Tuggeranong,Yerrabi,Animal Justice Party,"HORNE, Francine",0
2448,Tuggeranong,Yerrabi,Australian Federation Party Australian Capital Territory,"HUSSAIN, Mohammad Munir",0
2449,Tuggeranong,Yerrabi,Canberra Liberals,"CASTLEY, Leanne",1
2450,Tuggeranong,Yerrabi,Canberra Liberals,"COE, Alistair",4
2451,Tuggeranong,Yerrabi,Canberra Liberals,"MILLIGAN, James",1
2452,Tuggeranong,Yerrabi,Canberra Liberals,"NADIMPALLI, Krishna",0
2453,Tuggeranong,Yerrabi,Canberra Liberals,"VADAKKEDATHU, Jacob",0
2454,Tuggeranong,Yerrabi,Canberra Progressives,"STELZIG, Mike",0
2455,Tuggeranong,Yerrabi,Canberra Progressives,"WILLIAMS, Bethany",0
2456,Tuggeranong,Yerrabi,David Pollard Independent,"POLLARD, David",0
2457,Tuggeranong,Yerrabi,David Pollard Independent,"POLLARD, Stephanie",0
2458,Tuggeranong,Yerrabi,Labour DLP,"HELMORE, Olivia",0
2459,Tuggeranong,Yerrabi,Labour DLP,"STRANG, Bernie",2
2460,Tuggeranong,Yerrabi,Sustainable Australia - Stop overdevelopment. Stop corruption.,"KEARSLEY, John",1
2461,Tuggeranong,Yerrabi,Sustainable Australia - Stop overdevelopment. Stop corruption.,"YOUNG, Scott",1
2462,Tuggeranong,Yerrabi,The ACT Greens,"BRADDOCK, Andrew",2
2463,Tuggeranong,Yerrabi,The ACT Greens,"HAQUE, Mainul",3
2464,Tuggeranong,Yerrabi,Ungrouped,"CROSS, Helen",0
2465,Tuggeranong,Yerrabi,Ungrouped,"LI, Fuxin",0
2466,Tuggeranong (Early voting),Brindabella,ACT Labor,"BURCH, Joy",1974
2467,Tuggeranong (Early voting),Brindabella,ACT Labor,"DAY, Cathy",835
2468,Tuggeranong (Early voting),Brindabella,ACT Labor,"FORDE, Brendan",787
2469,Tuggeranong (Early voting),Brindabella,ACT Labor,"GENTLEMAN, Mick",1757
2470,Tuggeranong (Early voting),Brindabella,ACT Labor,"WERNER-GIBBINGS, Taimus",1508
2471,Tuggeranong (Early voting),Brindabella,Animal Justice Party,"FAHIZ, Jannah",176
2472,Tuggeranong (Early voting),Brindabella,Animal Justice Party,"SOXSMITH, Robyn",154
2473,Tuggeranong (Early voting),Brindabella,Australian Federation Party Australian Capital Territory,"POTTER, Jason",119
2474,Tuggeranong (Early voting),Brindabella,Australian Federation Party Australian Capital Territory,"SANDFORD, Scott",41
2475,Tuggeranong (Early voting),Brindabella,Canberra Liberals,"DANIELS, James",598
2476,Tuggeranong (Early voting),Brindabella,Canberra Liberals,"HIATT, Jane",708
2477,Tuggeranong (Early voting),Brindabella,Canberra Liberals,"LAWDER, Nicole",1778
2478,Tuggeranong (Early voting),Brindabella,Canberra Liberals,"PARTON, Mark",1907
2479,Tuggeranong (Early voting),Brindabella,Canberra Liberals,"WALL, Andrew",1297
2480,Tuggeranong (Early voting),Brindabella,Liberal Democrats,"GOWOR, Jacob",82
2481,Tuggeranong (Early voting),Brindabella,Liberal Democrats,"KNIGHT, Matthew",120
2482,Tuggeranong (Early voting),Brindabella,"Shooters, Fishers and Farmers Party (ACT)","BAYNHAM, Greg",201
2483,Tuggeranong (Early voting),Brindabella,"Shooters, Fishers and Farmers Party (ACT)","OLLEY, Adrian",163
2484,Tuggeranong (Early voting),Brindabella,Sustainable Australia - Stop overdevelopment. Stop corruption.,"CLAPHAM, Andrew",216
2485,Tuggeranong (Early voting),Brindabella,Sustainable Australia - Stop overdevelopment. Stop corruption.,"WILLETT, Bruce",132
2486,Tuggeranong (Early voting),Brindabella,The ACT Greens,"DAVIS, Johnathan",1036
2487,Tuggeranong (Early voting),Brindabella,The ACT Greens,"ELLERMAN, Sue",383
2488,Tuggeranong (Early voting),Brindabella,The ACT Greens,"NUTTALL, Laura",424
2489,Tuggeranong (Early voting),Ginninderra,ACT Labor,"BERRY, Yvette",36
2490,Tuggeranong (Early voting),Ginninderra,ACT Labor,"CHEYNE, Tara",40
2491,Tuggeranong (Early voting),Ginninderra,ACT Labor,"DUCKER, Sue",8
2492,Tuggeranong (Early voting),Ginninderra,ACT Labor,"LLOYD, Greg",7
2493,Tuggeranong (Early voting),Ginninderra,ACT Labor,"RAMSAY, Gordon",25
2494,Tuggeranong (Early voting),Ginninderra,Animal Justice Party,"DREW, Carolyne",3
2495,Tuggeranong (Early voting),Ginninderra,Animal Justice Party,"DREW, Lara",6
2496,Tuggeranong (Early voting),Ginninderra,Australian Climate Change Justice Party,"DEMETRIOS, Oksana",3
2497,Tuggeranong (Early voting),Ginninderra,Australian Climate Change Justice Party,"NGEP, Sok Kheng",0
2498,Tuggeranong (Early voting),Ginninderra,Australian Climate Change Justice Party,"STAVRIDIS, Jonathan",2
2499,Tuggeranong (Early voting),Ginninderra,Belco Party,"DUBEY, Vijay",1
2500,Tuggeranong (Early voting),Ginninderra,Belco Party,"HENRY, Chic",7
2501,Tuggeranong (Early voting),Ginninderra,Belco Party,"LOUNT, Angela",3
2502,Tuggeranong (Early voting),Ginninderra,Belco Party,"STEFANIAK, Bill",7
2503,Tuggeranong (Early voting),Ginninderra,Belco Party,"TUTT, Alan",3
2504,Tuggeranong (Early voting),Ginninderra,Canberra Liberals,"CAIN, Peter",4
2505,Tuggeranong (Early voting),Ginninderra,Canberra Liberals,"GUNNING, Robert",15
2506,Tuggeranong (Early voting),Ginninderra,Canberra Liberals,"KIKKERT, Elizabeth",30
2507,Tuggeranong (Early voting),Ginninderra,Canberra Liberals,"LAM, Kacey",16
2508,Tuggeranong (Early voting),Ginninderra,Canberra Liberals,"ROZARIO, Ignatius",8
2509,Tuggeranong (Early voting),Ginninderra,Labour DLP,"McCLURE, Helen",4
2510,Tuggeranong (Early voting),Ginninderra,Labour DLP,"McCLURE, Ian",5
2511,Tuggeranong (Early voting),Ginninderra,Liberal Democrats,"DE LUCA, Dominic",1
2512,Tuggeranong (Early voting),Ginninderra,Liberal Democrats,"JAKEMAN, Guy",4
2513,Tuggeranong (Early voting),Ginninderra,"Shooters, Fishers and Farmers Party (ACT)","OGILVIE, Matthew",7
2514,Tuggeranong (Early voting),Ginninderra,"Shooters, Fishers and Farmers Party (ACT)","SMITH, Oliver",6
2515,Tuggeranong (Early voting),Ginninderra,Sustainable Australia - Stop overdevelopment. Stop corruption.,"GABRIEL, Paul",2
2516,Tuggeranong (Early voting),Ginninderra,Sustainable Australia - Stop overdevelopment. Stop corruption.,"O'CONNOR, Mark",3
2517,Tuggeranong (Early voting),Ginninderra,The ACT Greens,"CLAY, Jo",15
2518,Tuggeranong (Early voting),Ginninderra,The ACT Greens,"LIERSCH, Tim",12
2519,Tuggeranong (Early voting),Ginninderra,The ACT Greens,"MILLNER, Katt",19
2520,Tuggeranong (Early voting),Ginninderra,Ungrouped,"CULLEN, Mignonne",2
2521,Tuggeranong (Early voting),Kurrajong,ACT Labor,"ANDERSON, Judy",7
2522,Tuggeranong (Early voting),Kurrajong,ACT Labor,"BARR, Andrew",86
2523,Tuggeranong (Early voting),Kurrajong,ACT Labor,"INGRAM, Jacob",13
2524,Tuggeranong (Early voting),Kurrajong,ACT Labor,"NORTHAM, Maddy",18
2525,Tuggeranong (Early voting),Kurrajong,ACT Labor,"STEPHEN-SMITH, Rachel",16
2526,Tuggeranong (Early voting),Kurrajong,Animal Justice Party,"RUTLEDGE-PRIOR, Serrin",2
2527,Tuggeranong (Early voting),Kurrajong,Animal Justice Party,"SMITH, Julie",7
2528,Tuggeranong (Early voting),Kurrajong,Australian Climate Change Justice Party,"FORNER, Sophia",2
2529,Tuggeranong (Early voting),Kurrajong,Australian Climate Change Justice Party,"JOHNSON, Petar",1
2530,Tuggeranong (Early voting),Kurrajong,Australian Climate Change Justice Party,"O'HARA, Alix",0
2531,Tuggeranong (Early voting),Kurrajong,Canberra Liberals,"BURCH, Candice",23
2532,Tuggeranong (Early voting),Kurrajong,Canberra Liberals,"GUMBER, Rattesh",7
2533,Tuggeranong (Early voting),Kurrajong,Canberra Liberals,"JOHNSON, Robert",11
2534,Tuggeranong (Early voting),Kurrajong,Canberra Liberals,"LEE, Elizabeth",33
2535,Tuggeranong (Early voting),Kurrajong,Canberra Liberals,"PENTONY, Patrick",24
2536,Tuggeranong (Early voting),Kurrajong,Canberra Progressives,"BOHM, Tim",3
2537,Tuggeranong (Early voting),Kurrajong,Canberra Progressives,"BRYANT, Peta Anne",1
2538,Tuggeranong (Early voting),Kurrajong,Canberra Progressives,"FAULKNER, Therese",5
2539,Tuggeranong (Early voting),Kurrajong,Sustainable Australia - Stop overdevelopment. Stop corruption.,"ANGEL, Joy",2
2540,Tuggeranong (Early voting),Kurrajong,Sustainable Australia - Stop overdevelopment. Stop corruption.,"HAYDON, John",5
2541,Tuggeranong (Early voting),Kurrajong,The ACT Greens,"BOISEN, Adriana",10
2542,Tuggeranong (Early voting),Kurrajong,The ACT Greens,"BREWER, Michael",11
2543,Tuggeranong (Early voting),Kurrajong,The ACT Greens,"RATTENBURY, Shane",40
2544,Tuggeranong (Early voting),Kurrajong,The ACT Greens,"VASSAROTTI, Rebecca",16
2545,Tuggeranong (Early voting),Kurrajong,The Community Action Party (ACT),"HOPPER, Alvin",0
2546,Tuggeranong (Early voting),Kurrajong,The Community Action Party (ACT),"WILLIAMS, Robyn",0
2547,Tuggeranong (Early voting),Kurrajong,Ungrouped,"DAMIANO, Marilena",3
2548,Tuggeranong (Early voting),Kurrajong,Ungrouped,"PAINE, Bruce",3
2549,Tuggeranong (Early voting),Murrumbidgee,ACT Labor,"CODY, Bec",242
2550,Tuggeranong (Early voting),Murrumbidgee,ACT Labor,"DOBSON, Tim",87
2551,Tuggeranong (Early voting),Murrumbidgee,ACT Labor,"LONG, Brendan",79
2552,Tuggeranong (Early voting),Murrumbidgee,ACT Labor,"PATERSON, Marisa",201
2553,Tuggeranong (Early voting),Murrumbidgee,ACT Labor,"STEEL, Chris",491
2554,Tuggeranong (Early voting),Murrumbidgee,Animal Justice Party,"del VALLE, Yana",47
2555,Tuggeranong (Early voting),Murrumbidgee,Animal Justice Party,"HANDBY, Edmund",37
2556,Tuggeranong (Early voting),Murrumbidgee,Australian Climate Change Justice Party,"BYRNES, Rohan",8
2557,Tuggeranong (Early voting),Murrumbidgee,Australian Climate Change Justice Party,"DEMETRIOS, Andrew",11
2558,Tuggeranong (Early voting),Murrumbidgee,Australian Climate Change Justice Party,"FORNER, Richard",1
2559,Tuggeranong (Early voting),Murrumbidgee,Australian Climate Change Justice Party,"HILLMAN, Jackson",6
2560,Tuggeranong (Early voting),Murrumbidgee,Australian Climate Change Justice Party,"VEENSTRA, Peter",5
2561,Tuggeranong (Early voting),Murrumbidgee,Canberra Liberals,"COCKS, Ed",183
2562,Tuggeranong (Early voting),Murrumbidgee,Canberra Liberals,"HANSON, Jeremy",349
